,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2365,2019,35.8900960342,NE.TRD.GNFS.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2366,2020,34.5892495205,NE.TRD.GNFS.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2367,2021,37.4317826529,NE.TRD.GNFS.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2368,2016,36.2026529842,NE.TRD.GNFS.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2369,2017,35.2829149425,NE.TRD.GNFS.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2370,2018,36.5347527969,NE.TRD.GNFS.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2371,2019,37.5585339808,NE.TRD.GNFS.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2372,2020,33.9042313203,NE.TRD.GNFS.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2373,2021,40.578565447,NE.TRD.GNFS.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2374,2016,37.1328797158,NE.TRD.GNFS.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2375,2017,40.1643589214,NE.TRD.GNFS.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2376,2018,42.9961533413,NE.TRD.GNFS.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2377,2019,42.268078535,NE.TRD.GNFS.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2378,2020,33.7172222654,NE.TRD.GNFS.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2379,2021,34.0605799803,NE.TRD.GNFS.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2380,2016,71.6476359606,NE.TRD.GNFS.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2381,2017,65.0831937677,NE.TRD.GNFS.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2382,2018,71.173334547,NE.TRD.GNFS.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2383,2019,55.1164193456,NE.TRD.GNFS.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2384,2020,58.4913440176,NE.TRD.GNFS.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2385,2021,79.4798613041,NE.TRD.GNFS.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2386,2016,130.7777273449,NE.TRD.GNFS.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2387,2017,113.2263172362,NE.TRD.GNFS.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2388,2018,120.035762324,NE.TRD.GNFS.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2389,2019,126.9556106216,NE.TRD.GNFS.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2390,2016,62.1784781768,NE.TRD.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2391,2017,65.0719537439,NE.TRD.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2392,2018,66.9453420166,NE.TRD.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2393,2019,65.7605300177,NE.TRD.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2394,2020,60.1050719309,NE.TRD.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2395,2021,70.6061336215,NE.TRD.GNFS.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2396,2016,47.515602553,NE.TRD.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2397,2017,48.5407783206,NE.TRD.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2398,2018,46.0674863773,NE.TRD.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2399,2019,46.4009144552,NE.TRD.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2400,2020,42.015334229,NE.TRD.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2401,2021,51.3487302212,NE.TRD.GNFS.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2402,2016,92.8680532084,NE.TRD.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
2403,2017,97.8867117346,NE.TRD.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
2404,2018,99.8523620325,NE.TRD.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
2405,2019,101.8036424939,NE.TRD.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
2406,2020,90.8077150135,NE.TRD.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
2407,2021,103.7580614656,NE.TRD.GNFS.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
2408,2016,27.2693444238,NE.TRD.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2409,2017,26.2227545405,NE.TRD.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2410,2018,27.0834582709,NE.TRD.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2411,2019,22.8207061917,NE.TRD.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2412,2020,15.682986809700001,NE.TRD.GNFS.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2413,2016,136.1166703728,NE.TRD.GNFS.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2414,2016,139.3828469455,NE.TRD.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2415,2017,148.3627576665,NE.TRD.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2416,2018,148.847177003,NE.TRD.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2417,2019,150.9743158403,NE.TRD.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2418,2020,154.0853495224,NE.TRD.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2419,2021,160.9414294675,NE.TRD.GNFS.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2420,2016,150.5862673454,NE.TRD.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
2421,2017,150.532652493,NE.TRD.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
2422,2018,147.9784977443,NE.TRD.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
2423,2019,141.7991802911,NE.TRD.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
2424,2020,135.1522824142,NE.TRD.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
2425,2021,142.1090175002,NE.TRD.GNFS.ZS,CZE,Czechia,Europe & Central Asia,High income,Not classified
2426,2016,100.1688287848,NE.TRD.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
2427,2017,102.9793899086,NE.TRD.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
2428,2018,106.9749964334,NE.TRD.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
2429,2019,110.6068039071,NE.TRD.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
2430,2020,103.312248775,NE.TRD.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
2431,2021,112.4254541227,NE.TRD.GNFS.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
2432,2016,213.0719986079,NE.TRD.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2433,2017,305.9679664035,NE.TRD.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2434,2018,300.398686676,NE.TRD.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2435,2019,320.9390029986,NE.TRD.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2436,2020,223.1237802756,NE.TRD.GNFS.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2437,2016,101.7823398594,NE.TRD.GNFS.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2438,2017,102.6281964792,NE.TRD.GNFS.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2439,2018,106.9605041792,NE.TRD.GNFS.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2440,2016,51.5859712556,NE.TRD.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2441,2017,50.2250854248,NE.TRD.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2442,2018,52.0559663874,NE.TRD.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2443,2019,51.011144921,NE.TRD.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2444,2020,44.2936565525,NE.TRD.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2445,2021,52.734867068,NE.TRD.GNFS.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2446,2016,38.5213403359,NE.TRD.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2447,2017,42.421721391,NE.TRD.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2448,2018,46.3621309487,NE.TRD.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2449,2019,46.0768211909,NE.TRD.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2450,2020,41.375230076,NE.TRD.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2451,2021,51.3860085689,NE.TRD.GNFS.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2452,2016,30.2465490515,NE.TRD.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2453,2017,45.1268011527,NE.TRD.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2454,2018,48.2782710596,NE.TRD.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2455,2019,43.2404501982,NE.TRD.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2456,2020,33.7591801879,NE.TRD.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2457,2021,31.3736003785,NE.TRD.GNFS.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2458,2016,72.8190933731,NE.TRD.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2459,2017,74.3046511917,NE.TRD.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2460,2018,75.633616888,NE.TRD.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2461,2019,75.976831324,NE.TRD.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2462,2020,69.4269832199,NE.TRD.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2463,2021,84.3684122248,NE.TRD.GNFS.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2464,2016,92.6007307238,NE.TRD.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2465,2017,102.4282582518,NE.TRD.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2466,2018,103.6456811072,NE.TRD.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2467,2019,94.8787898645,NE.TRD.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2468,2020,89.4273772019,NE.TRD.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2469,2021,102.0673000258,NE.TRD.GNFS.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2470,2016,150.4086967437,NE.TRD.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
2471,2017,147.5637223964,NE.TRD.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
2472,2018,146.3405575312,NE.TRD.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
2473,2019,143.9371108553,NE.TRD.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
2474,2020,141.8693629747,NE.TRD.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
2475,2021,160.7859402892,NE.TRD.GNFS.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
2476,2016,86.6516368151,NE.TRD.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2477,2017,87.7983678969,NE.TRD.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2478,2018,84.744100012,NE.TRD.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2479,2019,89.1915099599,NE.TRD.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2480,2020,87.0583357876,NE.TRD.GNFS.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2481,2016,34.8990528009,NE.TRD.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2482,2017,31.1036313023,NE.TRD.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2483,2018,31.1993749435,NE.TRD.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2484,2019,28.815301007,NE.TRD.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2485,2020,24.0061136435,NE.TRD.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2486,2021,24.2555150173,NE.TRD.GNFS.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2487,2016,104.8666684321,NE.TRD.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2488,2017,107.6058909321,NE.TRD.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2489,2018,107.161033619,NE.TRD.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2490,2019,108.5444837899,NE.TRD.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2491,2020,97.1455119165,NE.TRD.GNFS.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2492,2016,97.1730429645,NE.TRD.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2493,2017,96.928831573,NE.TRD.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2494,2018,103.4368043358,NE.TRD.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2495,2019,106.5638221389,NE.TRD.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2496,2020,70.129099129,NE.TRD.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2497,2021,75.0512097619,NE.TRD.GNFS.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2498,2016,70.898500354,NE.TRD.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
2499,2017,75.0531371934,NE.TRD.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
2500,2018,78.1901588226,NE.TRD.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
2501,2019,79.6074245785,NE.TRD.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
2502,2020,71.2792285552,NE.TRD.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
2503,2021,77.630923482,NE.TRD.GNFS.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
2504,2016,61.1001423821,NE.TRD.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
2505,2017,62.9618472934,NE.TRD.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
2506,2018,64.4379525969,NE.TRD.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
2507,2019,64.1414731902,NE.TRD.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
2508,2020,57.7674283283,NE.TRD.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
2509,2021,61.9662620953,NE.TRD.GNFS.ZS,FRA,France,Europe & Central Asia,High income,Not classified
2510,2017,54.5776905038,NE.TRD.GNFS.ZS,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2511,2019,55.4035653162,NE.TRD.GNFS.ZS,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2512,2016,70.1333810645,NE.TRD.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2513,2017,75.0687404457,NE.TRD.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2514,2018,77.0365976973,NE.TRD.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2515,2019,73.4280894487,NE.TRD.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2516,2020,70.4795951616,NE.TRD.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2517,2021,73.6671471064,NE.TRD.GNFS.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2518,2016,46.0214036884,NE.TRD.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2519,2017,53.3190552786,NE.TRD.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2520,2018,63.109112052,NE.TRD.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2521,2019,53.2696525652,NE.TRD.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2522,2020,45.8125343036,NE.TRD.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2523,2021,55.0754118848,NE.TRD.GNFS.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2524,2016,96.8258176136,NE.TRD.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2525,2017,104.0400769352,NE.TRD.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2526,2018,111.7555393122,NE.TRD.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2527,2019,118.5993683073,NE.TRD.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2528,2020,93.8757982917,NE.TRD.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2529,2021,101.7092437721,NE.TRD.GNFS.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2530,2016,84.7696459674,NE.TRD.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
2531,2017,87.237202953,NE.TRD.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
2532,2018,88.4344064183,NE.TRD.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
2533,2019,87.5996660285,NE.TRD.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
2534,2020,81.1085474349,NE.TRD.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
2535,2021,89.3857929435,NE.TRD.GNFS.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
2536,2016,67.8770001864,NE.TRD.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2537,2017,70.5483645656,NE.TRD.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2538,2018,67.9585183454,NE.TRD.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2539,2019,76.8248018272,NE.TRD.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2540,2020,38.5168616613,NE.TRD.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2541,2021,58.4300136274,NE.TRD.GNFS.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2542,2016,64.0191979817,NE.TRD.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
2543,2017,71.5789505399,NE.TRD.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
2544,2018,80.1500265575,NE.TRD.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
2545,2019,81.9908355889,NE.TRD.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
2546,2020,71.582920618,NE.TRD.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
2547,2021,89.1840186688,NE.TRD.GNFS.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
2548,2016,85.8376729204,NE.TRD.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
2549,2017,84.2072558673,NE.TRD.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
2550,2018,89.7766906266,NE.TRD.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
2551,2019,92.2825782158,NE.TRD.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
2552,2020,85.1989703632,NE.TRD.GNFS.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
2553,2016,70.4117946111,NE.TRD.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
2554,2017,69.266589057,NE.TRD.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
2555,2018,72.8877887789,NE.TRD.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
2556,2019,77.8284098052,NE.TRD.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
2557,2020,64.0999315537,NE.TRD.GNFS.ZS,GUM,Guam,East Asia & Pacific,High income,Not classified
2558,2016,46.3727375189,NE.TRD.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2559,2017,46.0694204014,NE.TRD.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2560,2018,47.0884306148,NE.TRD.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2561,2019,45.5965223249,NE.TRD.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2562,2020,41.8406244403,NE.TRD.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2563,2021,49.460740879,NE.TRD.GNFS.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2564,2016,111.8394624987,NE.TRD.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2565,2017,101.2516337684,NE.TRD.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2566,2018,88.9841115437,NE.TRD.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2567,2019,72.6281936666,NE.TRD.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2568,2020,99.8521905853,NE.TRD.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2569,2021,86.5164154316,NE.TRD.GNFS.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2570,2016,57.8122244104,NE.TRD.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2571,2017,60.8470169188,NE.TRD.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2572,2018,56.0181155027,NE.TRD.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2573,2019,55.3725855839,NE.TRD.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2574,2020,43.6358403713,NE.TRD.GNFS.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2575,2016,45.0741577623,NE.TRD.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2576,2017,45.7566417812,NE.TRD.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2577,2018,47.2643458357,NE.TRD.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2578,2019,49.1619970443,NE.TRD.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2579,2020,37.4138917322,NE.TRD.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2580,2021,37.0465398425,NE.TRD.GNFS.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2581,2016,99.8157169506,NE.TRD.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2582,2017,101.8131110796,NE.TRD.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2583,2018,103.5511622155,NE.TRD.GNFS.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
